"Name","ItemId","UseId","NameSid","NoteSid","MeshId","Icon","Level","MainType","SubType","SmeltingType","SortOrder","ClassId","ReqClassLevel","Tier","Grade","PET_Origin","SellType","SellPrice","Stackable","CoolTime","BuffId","ItemOptionType","SetGroupId","ReinforceMaxLv","SmeltingMaxCount","JewelUpgradeType","JewelUpgradeCount","RandomGetInfoId","SummonGroupId","CastingType","CastingTime","SummonStageType","ItemCasting","CollectAniType","GetWayId","OverlapEquipAble","UnsealingType","OpenboxRewardType","OpenboxRewardId","RandomGetCnt","Durability","Durability_RepairAble","TradeType","UseTimeType","UseEndType_Period","UseEndType_Minute","Lockable","XDracoDelayMinute","GachaTap","TranceGroup","EquipGroup"
"200101019","200101019","200001019","200201119","210201119","(101120)","230201119","1","2","1","3","134","1","1","1","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","138","0","1","0","0","0","1","0","0","0","0"
"200101020","200101020","200001020","200201120","210201120","(101121)","230201118","1","2","1","2","134","1","1","2","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","138","0","1","0","0","0","1","0","0","0","0"
"200101021","200101021","200001021","200201121","210201121","(101122)","230201119","1","2","1","3","134","1","1","2","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","138","0","1","0","0","0","1","0","0","0","0"
"200101022","200101022","200001022","200201122","210201122","(101123)","230201118","1","2","1","2","134","1","1","3","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","138","0","1","0","0","0","1","0","0","0","0"
"200101023","200101023","200001023","200201123","210201123","(101124)","230201119","1","2","1","3","134","1","1","3","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","138","0","1","0","0","0","1","0","0","0","0"
"200101024","200101024","200001024","200201124","210201124","(101125)","230201118","1","2","1","2","134","1","1","4","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","138","0","1","0","0","0","1","0","0","0","0"
"200101025","200101025","200001025","200201125","210201125","(101126)","230201119","1","2","1","3","134","1","1","4","4","0","0","50000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","138","0","1","0","0","0","1","0","0","0","0"
"200101026","200101026","200001026","200201126","210201126","(101127)","230201126","1","2","1","1","134","1","1","1","5","0","0","200000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","172","0","1","0","0","0","1","0","0","0","0"
"200101027","200101027","200001027","200201127","210201127","(101128)","230201127","1","2","1","1","134","1","1","2","5","0","0","200000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","172","0","1","0","0","0","1","0","0","0","0"
"200101028","200101028","200001028","200201128","210201128","(101129)","230201128","1","2","1","1","134","1","1","3","5","0","0","200000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","172","0","1","0","0","0","1","0","0","0","0"
"200101029","200101029","200001029","200201129","210201129","(101130)","230201129","1","2","1","1","134","1","1","4","5","0","0","200000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","172","0","1","0","0","0","1","0","0","0","0"
"200101030","200101030","200001030","200201130","210201130","(101131)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"200101031","200101031","200001031","200201131","210201131","(101132)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"200101032","200101032","200001032","200201132","210201132","(101133)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"200101033","200101033","200001033","200201133","210201133","(101134)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"200101034","200101034","200001034","200201134","210201134","(101135)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"200101035","200101035","200001035","200201135","210201135","(101136)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"200101036","200101036","200001036","200201136","210201136","(101137)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"200101037","200101037","200001037","200201137","210201137","(101138)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"200101038","200101038","200001038","200201138","210201138","(101139)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"200101039","200101039","200001039","200201139","210201139","(101140)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"200101040","200101040","200001040","200201140","210201140","(101141)","230201100","1","2","1","1","134","1","1","1","1","0","0","400","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","69","0","0","0","0","0","1","0","0","0","0"
"301101000","301101000","301001000","200301100","210301100","(0)","230301100","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","1","0","0","0","1","0","0","0","0"
"301101001","301101001","301001001","200301101","210301101","(0)","230301101","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","1","0","0","0","1","0","0","0","0"
"301101002","301101002","301001002","200301102","210301102","(0)","230301102","1","3","1","2","134","1","1","1","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"301101003","301101003","301001003","200301103","210301103","(0)","230301103","1","3","1","3","134","1","1","1","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"301101004","301101004","301001004","200301104","210301104","(0)","230301104","1","3","1","2","134","1","1","2","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"301101005","301101005","301001005","200301105","210301105","(0)","230301105","1","3","1","3","134","1","1","2","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"301101006","301101006","301001006","200301106","210301106","(0)","230301106","1","3","1","2","134","1","1","3","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"301101007","301101007","301001007","200301107","210301107","(0)","230301107","1","3","1","3","134","1","1","3","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"301101008","301101008","301001008","200301108","210301108","(0)","230301108","1","3","1","2","134","1","1","4","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"301101009","301101009","301001009","200301109","210301109","(0)","230301109","1","3","1","3","134","1","1","4","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"301101010","301101010","301001010","200301110","210301110","(0)","230301110","1","3","1","2","134","1","1","1","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"301101011","301101011","301001011","200301111","210301111","(0)","230301111","1","3","1","3","134","1","1","1","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"301101012","301101012","301001012","200301112","210301112","(0)","230301112","1","3","1","2","134","1","1","2","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"301101013","301101013","301001013","200301113","210301113","(0)","230301113","1","3","1","3","134","1","1","2","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"301101014","301101014","301001014","200301114","210301114","(0)","230301114","1","3","1","2","134","1","1","3","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"301101015","301101015","301001015","200301115","210301115","(0)","230301115","1","3","1","3","134","1","1","3","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"301101016","301101016","301001016","200301116","210301116","(0)","230301116","1","3","1","2","134","1","1","4","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"301101017","301101017","301001017","200301117","210301117","(0)","230301117","1","3","1","3","134","1","1","4","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"301101018","301101018","301001018","200301118","210301118","(0)","230301118","1","3","1","2","134","1","1","1","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"301101019","301101019","301001019","200301119","210301119","(0)","230301119","1","3","1","3","134","1","1","1","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"301101020","301101020","301001020","200301120","210301120","(0)","230301120","1","3","1","2","134","1","1","2","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"301101021","301101021","301001021","200301121","210301121","(0)","230301121","1","3","1","3","134","1","1","2","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"301101022","301101022","301001022","200301122","210301122","(0)","230301122","1","3","1","2","134","1","1","3","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"301101023","301101023","301001023","200301123","210301123","(0)","230301123","1","3","1","3","134","1","1","3","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"301101024","301101024","301001024","200301124","210301124","(0)","230301124","1","3","1","2","134","1","1","4","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"301101025","301101025","301001025","200301125","210301125","(0)","230301125","1","3","1","3","134","1","1","4","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"301101026","301101026","301001026","200301126","210301126","(0)","230301126","1","3","1","1","134","1","1","1","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","204","0","1","0","0","0","1","0","0","0","0"
"301101027","301101027","301001027","200301127","210301127","(0)","230301127","1","3","1","1","134","1","1","2","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","204","0","1","0","0","0","1","0","0","0","0"
"301101028","301101028","301001028","200301128","210301128","(0)","230301128","1","3","1","1","134","1","1","3","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","204","0","1","0","0","0","1","0","0","0","0"
"301101029","301101029","301001029","200301129","210301129","(0)","230301129","1","3","1","1","134","1","1","4","5","0","0","100000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","88","0","0","0","0","0","204","0","1","0","0","0","1","0","0","0","0"
"301101030","301101030","301001030","200301130","210301130","(0)","230301130","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"301101031","301101031","301001031","200301131","210301131","(0)","230301131","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"301101032","301101032","301001032","200301132","210301132","(0)","230301132","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"301101033","301101033","301001033","200301133","210301133","(0)","230301133","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"301101034","301101034","301001034","200301134","210301134","(0)","230301134","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"301101035","301101035","301001035","200301135","210301135","(0)","230301135","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"301101036","301101036","301001036","200301136","210301136","(0)","230301136","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"301101037","301101037","301001037","200301137","210301137","(0)","230301137","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"301101038","301101038","301001038","200301138","210301138","(0)","230301138","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"301101039","301101039","301001039","200301139","210301139","(0)","230301139","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"301101040","301101040","301001040","200301140","210301140","(0)","230301140","1","3","1","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0"
"302101000","302101000","302001000","200302100","210302100","(0)","230302100","1","3","2","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","1","0","0","0","1","0","0","0","0"
"302101001","302101001","302001001","200302101","210302101","(0)","230302101","1","3","2","1","134","1","1","1","1","0","0","200","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","175","0","0","0","0","0","81","0","1","0","0","0","1","0","0","0","0"
"302101002","302101002","302001002","200302102","210302102","(0)","230302102","1","3","2","2","134","1","1","1","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"302101003","302101003","302001003","200302103","210302103","(0)","230302103","1","3","2","3","134","1","1","1","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"302101004","302101004","302001004","200302104","210302104","(0)","230302104","1","3","2","2","134","1","1","2","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"302101005","302101005","302001005","200302105","210302105","(0)","230302105","1","3","2","3","134","1","1","2","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"302101006","302101006","302001006","200302106","210302106","(0)","230302106","1","3","2","2","134","1","1","3","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"302101007","302101007","302001007","200302107","210302107","(0)","230302107","1","3","2","3","134","1","1","3","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"302101008","302101008","302001008","200302108","210302108","(0)","230302108","1","3","2","2","134","1","1","4","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"302101009","302101009","302001009","200302109","210302109","(0)","230302109","1","3","2","3","134","1","1","4","2","0","0","1000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","85","0","0","0","0","0","109","0","1","0","0","0","1","0","0","0","0"
"302101010","302101010","302001010","200302110","210302110","(0)","230302110","1","3","2","2","134","1","1","1","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"302101011","302101011","302001011","200302111","210302111","(0)","230302111","1","3","2","3","134","1","1","1","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"302101012","302101012","302001012","200302112","210302112","(0)","230302112","1","3","2","2","134","1","1","2","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"302101013","302101013","302001013","200302113","210302113","(0)","230302113","1","3","2","3","134","1","1","2","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"302101014","302101014","302001014","200302114","210302114","(0)","230302114","1","3","2","2","134","1","1","3","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"302101015","302101015","302001015","200302115","210302115","(0)","230302115","1","3","2","3","134","1","1","3","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"302101016","302101016","302001016","200302116","210302116","(0)","230302116","1","3","2","2","134","1","1","4","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"302101017","302101017","302001017","200302117","210302117","(0)","230302117","1","3","2","3","134","1","1","4","3","0","0","5000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","86","0","0","0","0","0","136","0","1","0","0","0","1","0","0","0","0"
"302101018","302101018","302001018","200302118","210302118","(0)","230302118","1","3","2","2","134","1","1","1","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"302101019","302101019","302001019","200302119","210302119","(0)","230302119","1","3","2","3","134","1","1","1","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"302101020","302101020","302001020","200302120","210302120","(0)","230302120","1","3","2","2","134","1","1","2","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"302101021","302101021","302001021","200302121","210302121","(0)","230302121","1","3","2","3","134","1","1","2","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
"302101022","302101022","302001022","200302122","210302122","(0)","230302122","1","3","2","2","134","1","1","3","4","0","0","25000","0","0","(0)","0","0","0","12","0","0","0","0","0","0","0","0","0","87","0","0","0","0","0","163","0","1","0","0","0","1","0","0","0","0"
