"Name","IconId","Type","Path","IsMultiLanguage"
"505","505","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Grade07_Sprite","0"
"506","506","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Grade06_Sprite","0"
"507","507","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Grade07_Sprite","0"
"508","508","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Grade07_Sprite","0"
"509","509","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Grade07_Sprite","0"
"510","510","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Grade07_Sprite","0"
"554","554","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Grade04_Sprite","0"
"555","555","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Grade05_Sprite","0"
"601","601","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Tier01_Sprite","0"
"602","602","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Tier01_Sprite","0"
"603","603","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Tier02_Sprite","0"
"604","604","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Tier03_Sprite","0"
"605","605","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Tier04_Sprite","0"
"606","606","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Tier04_Sprite","0"
"607","607","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Tier04_Sprite","0"
"608","608","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Tier04_Sprite","0"
"609","609","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Tier04_Sprite","0"
"610","610","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Slot_Round_BG_Tier04_Sprite","0"
"701","701","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_03_Sprite","0"
"702","702","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_04_Sprite","0"
"703","703","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_04_Sprite","0"
"704","704","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_05_Sprite","0"
"705","705","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_05_Sprite","0"
"706","706","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_06_Sprite","0"
"707","707","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_06_Sprite","0"
"708","708","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_07_Sprite","0"
"709","709","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_08_Sprite","0"
"710","710","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_09_Sprite","0"
"751","751","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_04_Sprite","0"
"752","752","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_05_Sprite","0"
"753","753","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_06_Sprite","0"
"754","754","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Global_Image/Spr_Global_Common/ItemOptionRandom_Grade_07_Sprite","0"
"801","801","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Common/tier_01_Sprite","0"
"802","802","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Common/tier_02_Sprite","0"
"803","803","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Common/tier_03_Sprite","0"
"804","804","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Common/tier_04_Sprite","0"
"805","805","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Common/tier_04_Sprite","0"
"806","806","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Common/tier_04_Sprite","0"
"807","807","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Common/tier_04_Sprite","0"
"808","808","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Common/tier_04_Sprite","0"
"809","809","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Common/tier_04_Sprite","0"
"810","810","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Common/tier_04_Sprite","0"
"821","821","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Tier_01_Sprite","0"
"822","822","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Tier_02_Sprite","0"
"823","823","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Tier_03_Sprite","0"
"824","824","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Tier_04_Sprite","0"
"825","825","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Tier_05_Sprite","0"
"831","831","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_01_Sprite","0"
"832","832","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_02_Sprite","0"
"833","833","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_03_Sprite","0"
"834","834","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_04_Sprite","0"
"835","835","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_05_Sprite","0"
"836","836","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_06_Sprite","0"
"837","837","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_07_Sprite","0"
"838","838","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Icon_Null_Sprite","0"
"839","839","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Icon_Null_Sprite","0"
"840","840","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Icon_Null_Sprite","0"
"841","841","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_Round_01_Sprite","0"
"842","842","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_Round_02_Sprite","0"
"843","843","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_Round_03_Sprite","0"
"844","844","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_Round_04_Sprite","0"
"845","845","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_Round_05_Sprite","0"
"846","846","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_Round_06_Sprite","0"
"847","847","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Item_Refine_Grade_Round_07_Sprite","0"
"848","848","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Icon_Null_Sprite","0"
"849","849","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Icon_Null_Sprite","0"
"850","850","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Item/Icon_Null_Sprite","0"
"851","851","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Contents/Spr_Forge/Slot_bg_Forge_Sprite","0"
"999","999","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Icon/Spr_Symbol/Spr_Symbol_Ico_GameMenu/Ico_HUDMenu_003_Sprite","0"
"1007","1007","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Ingame/Spr_Hud/Icon_Quest_Cha_Sprite","0"
"1009","1009","0","/Game/UI/Atlas_N_Resource/Ingame/HUD/icon_questtype_Conquer","0"
"1010","1010","0","/Game/UI/Atlas_N_Resource/Ingame/HUD/Icon_Request_Mark_Conquer","0"
"1202","1202","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Ingame/Spr_Hud/Icon_MainQuest_Mark_Sprite","0"
"1204","1204","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Ingame/Spr_Hud/Icon_HiddenQuest_Mark_Sprite","0"
"1205","1205","0","/Game/UI/Atlas_N_Pack/Sprites_N/Spr_Ingame/Spr_Hud/Icon_Request_Mark_Sprite","0"
